1084,11,0.1,1,5,0,0,4.0,4,1.0
1084,11,0.1,1,6,1,-1,4.0,4,1.0
1084,11,0.1,1,7,0,0,4.0,4,1.0
1084,11,0.1,1,8,1,-1,4.0,4,1.0
1084,11,0.1,1,9,0,0,4.0,4,1.0
1084,11,0.1,1,10,1,-1,4.0,4,1.0
1084,11,0.1,1,11,0,0,4.0,4,1.0
1084,11,0.1,1,12,1,-1,4.0,4,1.0
1084,11,0.1,1,13,0,0,4.0,4,1.0
1084,11,0.1,1,14,1,-1,4.0,4,1.0
1084,11,0.1,1,15,0,0,4.0,4,1.0
1084,11,0.1,1,16,1,-1,4.0,4,1.0
1084,11,0.1,1,17,0,0,4.0,4,1.0
1084,11,0.1,1,18,1,-1,4.0,4,1.0
1084,11,0.1,1,19,0,0,4.0,4,1.0
1084,11,0.1,1,20,1,-1,4.0,4,1.0
1084,11,0.1,1,21,0,0,4.0,4,1.0
1084,11,0.1,1,22,1,-1,4.0,4,1.0
1084,11,0.1,1,23,0,0,4.0,4,1.0
1084,11,0.1,1,24,1,-1,4.0,4,1.0
1084,11,0.1,1,25,0,0,4.0,4,1.0
1084,11,0.1,1,26,1,-1,4.0,4,1.0
1084,11,0.1,1,27,0,0,4.0,4,1.0
1084,11,0.1,1,28,1,-1,4.0,4,1.0
1084,11,0.1,1,29,0,0,4.0,4,1.0
1084,11,0.1,1,30,1,-1,4.0,4,1.0
1084,11,0.1,1,31,0,0,4.0,4,1.0
1084,11,0.1,1,32,1,-1,4.0,4,1.0
1084,11,0.1,1,33,0,0,4.0,4,1.0
1084,11,0.1,1,34,1,-1,4.0,4,1.0
1084,11,0.1,1,35,0,0,4.0,4,1.0
1084,11,0.1,1,36,1,-1,4.0,4,1.0
1084,11,0.1,1,37,0,0,4.0,4,1.0
1084,11,0.1,1,38,1,-1,4.0,4,1.0
1084,11,0.1,1,39,0,0,4.0,4,1.0
1084,11,0.1,1,40,1,-1,4.0,4,1.0
1084,11,0.1,1,41,0,0,4.0,4,1.0
1084,11,0.1,1,42,1,-1,4.0,4,1.0
1084,11,0.1,1,43,0,0,4.0,4,1.0
1084,11,0.1,1,44,1,-1,4.0,4,1.0
1084,11,0.1,1,45,0,0,4.0,4,1.0
1084,11,0.1,1,46,1,-1,4.0,4,1.0
1084,11,0.1,1,47,0,0,4.0,4,1.0
1084,11,0.1,1,48,1,-1,4.0,4,1.0
1084,11,0.1,1,49,0,0,4.0,4,1.0
1084,11,0.1,1,50,1,-1,4.0,4,1.0
1084,11,0.1,1,51,0,0,4.0,4,1.0
1084,11,0.1,1,52,1,-1,4.0,4,1.0
1084,11,0.1,1,53,0,0,4.0,4,1.0
1084,11,0.1,1,54,1,-1,4.0,4,1.0
1084,11,0.1,1,55,0,0,4.0,4,1.0
1084,11,0.1,1,56,1,-1,4.0,4,1.0
1084,11,0.1,1,57,0,0,4.0,4,1.0
1084,11,0.1,1,58,1,-1,4.0,4,1.0
1084,11,0.1,1,59,0,0,4.0,4,1.0
1084,11,0.1,1,60,1,-1,4.0,4,1.0
1084,11,0.1,1,61,0,0,4.0,4,1.0
1084,11,0.1,1,62,1,-1,4.0,4,1.0
1084,11,0.1,1,63,0,0,4.0,4,1.0
1084,11,0.1,1,64,1,-1,4.0,4,1.0
1084,11,0.1,1,65,0,0,4.0,4,1.0
1084,11,0.1,1,66,1,-1,4.0,4,1.0
1084,11,0.1,1,67,0,0,4.0,4,1.0
1084,11,0.1,1,68,1,-1,4.0,4,1.0
1084,11,0.1,1,69,0,0,4.0,4,1.0
1084,11,0.1,1,70,1,-1,4.0,4,1.0
1084,11,0.1,1,71,0,0,4.0,4,1.0
1084,11,0.1,1,72,1,-1,4.0,4,1.0
1084,11,0.1,1,73,0,0,4.0,4,1.0
1084,11,0.1,1,74,1,-1,4.0,4,1.0
1084,11,0.1,1,75,0,0,4.0,4,1.0
1084,11,0.1,1,76,1,-1,4.0,4,1.0
1084,11,0.1,1,77,0,0,4.0,4,1.0
1084,11,0.1,1,78,1,-1,4.0,4,1.0
1084,11,0.1,1,79,0,0,4.0,4,1.0
1084,11,0.1,1,80,1,-1,4.0,4,1.0
1084,11,0.1,1,81,0,0,4.0,4,1.0
1084,11,0.1,1,82,1,-1,4.0,4,1.0
1084,11,0.1,1,83,0,0,4.0,4,1.0
1084,11,0.1,1,84,1,-1,4.0,4,1.0
1084,11,0.1,1,85,0,0,4.0,4,1.0
1084,11,0.1,1,86,1,-1,4.0,4,1.0
1084,11,0.1,1,87,0,0,4.0,4,1.0
1084,11,0.1,1,88,1,-1,4.0,4,1.0
1084,11,0.1,1,89,0,0,4.0,4,1.0
1084,11,0.1,1,90,1,-1,4.0,4,1.0
1084,11,0.1,1,91,0,0,4.0,4,1.0
1084,11,0.1,1,92,1,-1,4.0,4,1.0
1084,11,0.1,1,93,0,0,4.0,4,1.0
1084,11,0.1,1,94,1,-1,4.0,4,1.0
1084,11,0.1,1,95,0,0,4.0,4,1.0
1084,11,0.1,1,96,1,-1,4.0,4,1.0
1084,11,0.1,1,97,0,0,4.0,4,1.0
1084,11,0.1,1,98,1,-1,4.0,4,1.0
1084,11,0.1,1,99,0,0,4.0,4,1.0
1084,11,0.1,2,0,0,0,,6,
1084,11,0.1,2,1,1,1,6.0,6,1.0
1084,11,0.1,2,2,1,-1,6.0,4,0.0
1084,11,0.1,2,3,0,0,4.0,4,1.0
1084,11,0.1,2,4,1,-1,4.0,4,1.0
1084,11,0.1,2,5,0,0,4.0,4,1.0
1084,11,0.1,2,6,1,-1,4.0,4,1.0
1084,11,0.1,2,7,0,0,4.0,4,1.0
1084,11,0.1,2,8,1,-1,4.0,4,1.0
1084,11,0.1,2,9,0,0,4.0,4,1.0
1084,11,0.1,2,10,1,-1,4.0,4,1.0
1084,11,0.1,2,11,0,0,4.0,4,1.0
1084,11,0.1,2,12,1,-1,4.0,4,1.0
1084,11,0.1,2,13,0,0,4.0,4,1.0
1084,11,0.1,2,14,1,-1,4.0,4,1.0
1084,11,0.1,2,15,0,0,4.0,4,1.0
1084,11,0.1,2,16,1,-1,4.0,4,1.0
1084,11,0.1,2,17,0,0,4.0,4,1.0
1084,11,0.1,2,18,1,-1,4.0,4,1.0
1084,11,0.1,2,19,0,0,4.0,4,1.0
1084,11,0.1,2,20,1,-1,4.0,4,1.0
1084,11,0.1,2,21,0,0,4.0,4,1.0
1084,11,0.1,2,22,1,-1,4.0,4,1.0
1084,11,0.1,2,23,0,0,4.0,4,1.0
1084,11,0.1,2,24,1,-1,4.0,4,1.0
1084,11,0.1,2,25,0,0,4.0,4,1.0
1084,11,0.1,2,26,1,-1,4.0,4,1.0
1084,11,0.1,2,27,0,0,4.0,4,1.0
1084,11,0.1,2,28,1,-1,4.0,4,1.0
1084,11,0.1,2,29,0,0,4.0,4,1.0
1084,11,0.1,2,30,1,-1,4.0,4,1.0
1084,11,0.1,2,31,0,0,4.0,4,1.0
1084,11,0.1,2,32,1,-1,4.0,4,1.0
1084,11,0.1,2,33,0,0,4.0,4,1.0
1084,11,0.1,2,34,1,-1,4.0,4,1.0
1084,11,0.1,2,35,0,0,4.0,4,1.0
1084,11,0.1,2,36,1,-1,4.0,4,1.0
1084,11,0.1,2,37,0,0,4.0,4,1.0
1084,11,0.1,2,38,1,-1,4.0,4,1.0
1084,11,0.1,2,39,0,0,4.0,4,1.0
1084,11,0.1,2,40,1,-1,4.0,4,1.0
1084,11,0.1,2,41,0,0,4.0,4,1.0
1084,11,0.1,2,42,1,-1,4.0,4,1.0
1084,11,0.1,2,43,0,0,4.0,4,1.0
1084,11,0.1,2,44,1,-1,4.0,4,1.0
1084,11,0.1,2,45,0,0,4.0,4,1.0
1084,11,0.1,2,46,1,-1,4.0,4,1.0
1084,11,0.1,2,47,0,0,4.0,4,1.0
1084,11,0.1,2,48,1,-1,4.0,4,1.0
1084,11,0.1,2,49,0,0,4.0,4,1.0
1084,11,0.1,2,50,1,-1,4.0,4,1.0
1084,11,0.1,2,51,0,0,4.0,4,1.0
1084,11,0.1,2,52,1,-1,4.0,4,1.0
1084,11,0.1,2,53,0,0,4.0,4,1.0
1084,11,0.1,2,54,1,-1,4.0,4,1.0
1084,11,0.1,2,55,0,0,4.0,4,1.0
1084,11,0.1,2,56,1,-1,4.0,4,1.0
1084,11,0.1,2,57,0,0,4.0,4,1.0
1084,11,0.1,2,58,1,-1,4.0,4,1.0
1084,11,0.1,2,59,0,0,4.0,4,1.0
1084,11,0.1,2,60,1,-1,4.0,4,1.0
1084,11,0.1,2,61,0,0,4.0,4,1.0
1084,11,0.1,2,62,1,-1,4.0,4,1.0
1084,11,0.1,2,63,0,0,4.0,4,1.0
1084,11,0.1,2,64,1,-1,4.0,4,1.0
1084,11,0.1,2,65,0,0,4.0,4,1.0
1084,11,0.1,2,66,1,-1,4.0,4,1.0
1084,11,0.1,2,67,0,0,4.0,4,1.0
1084,11,0.1,2,68,1,-1,4.0,4,1.0
1084,11,0.1,2,69,0,0,4.0,4,1.0
1084,11,0.1,2,70,1,-1,4.0,4,1.0
1084,11,0.1,2,71,0,0,4.0,4,1.0
1084,11,0.1,2,72,1,-1,4.0,4,1.0
1084,11,0.1,2,73,0,0,4.0,4,1.0
1084,11,0.1,2,74,1,-1,4.0,4,1.0
1084,11,0.1,2,75,0,0,4.0,4,1.0
1084,11,0.1,2,76,1,-1,4.0,4,1.0
1084,11,0.1,2,77,0,0,4.0,4,1.0
1084,11,0.1,2,78,1,-1,4.0,4,1.0
1084,11,0.1,2,79,0,0,4.0,4,1.0
1084,11,0.1,2,80,1,-1,4.0,4,1.0
1084,11,0.1,2,81,0,0,4.0,4,1.0
1084,11,0.1,2,82,1,-1,4.0,4,1.0
1084,11,0.1,2,83,0,0,4.0,4,1.0
1084,11,0.1,2,84,1,-1,4.0,4,1.0
1084,11,0.1,2,85,0,0,4.0,4,1.0
1084,11,0.1,2,86,1,-1,4.0,4,1.0
1084,11,0.1,2,87,0,0,4.0,4,1.0
1084,11,0.1,2,88,1,-1,4.0,4,1.0
1084,11,0.1,2,89,0,0,4.0,4,1.0
1084,11,0.1,2,90,1,-1,4.0,4,1.0
1084,11,0.1,2,91,0,0,4.0,4,1.0
1084,11,0.1,2,92,1,-1,4.0,4,1.0
1084,11,0.1,2,93,0,0,4.0,4,1.0
1084,11,0.1,2,94,1,-1,4.0,4,1.0
1084,11,0.1,2,95,0,0,4.0,4,1.0
1084,11,0.1,2,96,1,-1,4.0,4,1.0
1084,11,0.1,2,97,0,0,4.0,4,1.0
1084,11,0.1,2,98,1,-1,4.0,4,1.0
1084,11,0.1,2,99,0,0,4.0,4,1.0
1084,11,0.1,3,0,0,0,,2,
1084,11,0.1,3,1,0,0,2.0,4,0.0
1084,11,0.1,3,2,1,-1,4.0,4,1.0
1084,11,0.1,3,3,0,0,4.0,4,1.0
1084,11,0.1,3,4,1,-1,4.0,4,1.0
1084,11,0.1,3,5,0,0,4.0,4,1.0
1084,11,0.1,3,6,1,-1,4.0,4,1.0
1084,11,0.1,3,7,0,0,4.0,4,1.0
1084,11,0.1,3,8,1,-1,4.0,4,1.0
1084,11,0.1,3,9,0,0,4.0,4,1.0
1084,11,0.1,3,10,1,-1,4.0,4,1.0
1084,11,0.1,3,11,0,0,4.0,4,1.0
1084,11,0.1,3,12,1,-1,4.0,4,1.0
1084,11,0.1,3,13,0,0,4.0,4,1.0
1084,11,0.1,3,14,1,-1,4.0,4,1.0
1084,11,0.1,3,15,0,0,4.0,4,1.0
1084,11,0.1,3,16,1,-1,4.0,4,1.0
1084,11,0.1,3,17,0,0,4.0,4,1.0
1084,11,0.1,3,18,1,-1,4.0,4,1.0
1084,11,0.1,3,19,0,0,4.0,4,1.0
1084,11,0.1,3,20,1,-1,4.0,4,1.0
1084,11,0.1,3,21,0,0,4.0,4,1.0
1084,11,0.1,3,22,1,-1,4.0,4,1.0
1084,11,0.1,3,23,0,0,4.0,4,1.0
1084,11,0.1,3,24,1,-1,4.0,4,1.0
1084,11,0.1,3,25,0,0,4.0,4,1.0
1084,11,0.1,3,26,1,-1,4.0,4,1.0
1084,11,0.1,3,27,0,0,4.0,4,1.0
1084,11,0.1,3,28,1,-1,4.0,4,1.0
1084,11,0.1,3,29,0,0,4.0,4,1.0
1084,11,0.1,3,30,1,-1,4.0,4,1.0
1084,11,0.1,3,31,0,0,4.0,4,1.0
1084,11,0.1,3,32,1,-1,4.0,4,1.0
1084,11,0.1,3,33,0,0,4.0,4,1.0
1084,11,0.1,3,34,1,-1,4.0,4,1.0
1084,11,0.1,3,35,0,0,4.0,4,1.0
1084,11,0.1,3,36,1,-1,4.0,4,1.0
1084,11,0.1,3,37,0,0,4.0,4,1.0
1084,11,0.1,3,38,1,-1,4.0,4,1.0
1084,11,0.1,3,39,0,0,4.0,4,1.0
1084,11,0.1,3,40,1,-1,4.0,4,1.0
1084,11,0.1,3,41,0,0,4.0,4,1.0
1084,11,0.1,3,42,1,-1,4.0,4,1.0
1084,11,0.1,3,43,0,0,4.0,4,1.0
1084,11,0.1,3,44,1,-1,4.0,4,1.0
1084,11,0.1,3,45,0,0,4.0,4,1.0
1084,11,0.1,3,46,1,-1,4.0,4,1.0
1084,11,0.1,3,47,0,0,4.0,4,1.0
1084,11,0.1,3,48,1,-1,4.0,4,1.0
1084,11,0.1,3,49,0,0,4.0,4,1.0
1084,11,0.1,3,50,1,-1,4.0,4,1.0
1084,11,0.1,3,51,0,0,4.0,4,1.0
1084,11,0.1,3,52,1,-1,4.0,4,1.0
1084,11,0.1,3,53,0,0,4.0,4,1.0
1084,11,0.1,3,54,1,-1,4.0,4,1.0
1084,11,0.1,3,55,0,0,4.0,4,1.0
1084,11,0.1,3,56,1,-1,4.0,4,1.0
1084,11,0.1,3,57,0,0,4.0,4,1.0
1084,11,0.1,3,58,1,-1,4.0,4,1.0
1084,11,0.1,3,59,0,0,4.0,4,1.0
1084,11,0.1,3,60,1,-1,4.0,4,1.0
1084,11,0.1,3,61,0,0,4.0,4,1.0
1084,11,0.1,3,62,1,-1,4.0,4,1.0
1084,11,0.1,3,63,0,0,4.0,4,1.0
1084,11,0.1,3,64,1,-1,4.0,4,1.0
1084,11,0.1,3,65,0,0,4.0,4,1.0
1084,11,0.1,3,66,1,-1,4.0,4,1.0
1084,11,0.1,3,67,0,0,4.0,4,1.0
1084,11,0.1,3,68,1,-1,4.0,4,1.0
1084,11,0.1,3,69,0,0,4.0,4,1.0
1084,11,0.1,3,70,1,-1,4.0,4,1.0
1084,11,0.1,3,71,0,0,4.0,4,1.0
1084,11,0.1,3,72,1,-1,4.0,4,1.0
1084,11,0.1,3,73,0,0,4.0,4,1.0
1084,11,0.1,3,74,1,-1,4.0,4,1.0
1084,11,0.1,3,75,0,0,4.0,4,1.0
1084,11,0.1,3,76,1,-1,4.0,4,1.0
1084,11,0.1,3,77,0,0,4.0,4,1.0
1084,11,0.1,3,78,1,-1,4.0,4,1.0
1084,11,0.1,3,79,0,0,4.0,4,1.0
1084,11,0.1,3,80,1,-1,4.0,4,1.0
1084,11,0.1,3,81,0,0,4.0,4,1.0
1084,11,0.1,3,82,1,-1,4.0,4,1.0
1084,11,0.1,3,83,0,0,4.0,4,1.0
1084,11,0.1,3,84,1,-1,4.0,4,1.0
1084,11,0.1,3,85,0,0,4.0,4,1.0
1084,11,0.1,3,86,1,-1,4.0,4,1.0
1084,11,0.1,3,87,0,0,4.0,4,1.0
1084,11,0.1,3,88,1,-1,4.0,4,1.0
1084,11,0.1,3,89,0,0,4.0,4,1.0
1084,11,0.1,3,90,1,-1,4.0,4,1.0
1084,11,0.1,3,91,0,0,4.0,4,1.0
1084,11,0.1,3,92,1,-1,4.0,4,1.0
1084,11,0.1,3,93,0,0,4.0,4,1.0
1084,11,0.1,3,94,1,-1,4.0,4,1.0
1084,11,0.1,3,95,0,0,4.0,4,1.0
1084,11,0.1,3,96,1,-1,4.0,4,1.0
1084,11,0.1,3,97,0,0,4.0,4,1.0
1084,11,0.1,3,98,1,-1,4.0,4,1.0
1084,11,0.1,3,99,0,0,4.0,4,1.0
1084,11,0.1,4,0,0,0,,0,
1084,11,0.1,4,1,0,0,0.0,0,1.0
1084,11,0.1,4,2,0,0,0.0,0,1.0
1084,11,0.1,4,3,0,0,0.0,0,1.0
1084,11,0.1,4,4,0,0,0.0,0,1.0
1084,11,0.1,4,5,0,0,0.0,0,1.0
1084,11,0.1,4,6,0,0,0.0,0,1.0
1084,11,0.1,4,7,0,0,0.0,0,1.0
1084,11,0.1,4,8,0,0,0.0,0,1.0
1084,11,0.1,4,9,0,0,0.0,0,1.0
1084,11,0.1,4,10,0,0,0.0,0,1.0
1084,11,0.1,4,11,0,0,0.0,0,1.0
1084,11,0.1,4,12,0,0,0.0,0,1.0
1084,11,0.1,4,13,0,0,0.0,0,1.0
1084,11,0.1,4,14,0,0,0.0,0,1.0
1084,11,0.1,4,15,0,0,0.0,0,1.0
1084,11,0.1,4,16,0,0,0.0,0,1.0
1084,11,0.1,4,17,0,0,0.0,0,1.0
1084,11,0.1,4,18,0,0,0.0,0,1.0
1084,11,0.1,4,19,0,0,0.0,0,1.0
1084,11,0.1,4,20,0,0,0.0,0,1.0
1084,11,0.1,4,21,0,0,0.0,0,1.0
1084,11,0.1,4,22,0,0,0.0,0,1.0
1084,11,0.1,4,23,0,0,0.0,0,1.0
1084,11,0.1,4,24,0,0,0.0,0,1.0
1084,11,0.1,4,25,0,0,0.0,0,1.0
1084,11,0.1,4,26,0,0,0.0,0,1.0
1084,11,0.1,4,27,0,0,0.0,0,1.0
1084,11,0.1,4,28,0,0,0.0,0,1.0
1084,11,0.1,4,29,0,0,0.0,0,1.0
1084,11,0.1,4,30,0,0,0.0,0,1.0
1084,11,0.1,4,31,0,0,0.0,0,1.0
1084,11,0.1,4,32,0,0,0.0,0,1.0
1084,11,0.1,4,33,0,0,0.0,0,1.0
1084,11,0.1,4,34,0,0,0.0,0,1.0
1084,11,0.1,4,35,0,0,0.0,0,1.0
1084,11,0.1,4,36,0,0,0.0,0,1.0
1084,11,0.1,4,37,0,0,0.0,0,1.0
1084,11,0.1,4,38,0,0,0.0,0,1.0
1084,11,0.1,4,39,0,0,0.0,0,1.0
1084,11,0.1,4,40,0,0,0.0,0,1.0
1084,11,0.1,4,41,0,0,0.0,0,1.0
1084,11,0.1,4,42,0,0,0.0,0,1.0
1084,11,0.1,4,43,0,0,0.0,0,1.0
1084,11,0.1,4,44,0,0,0.0,0,1.0
1084,11,0.1,4,45,0,0,0.0,0,1.0
1084,11,0.1,4,46,0,0,0.0,0,1.0
1084,11,0.1,4,47,0,0,0.0,0,1.0
1084,11,0.1,4,48,0,0,0.0,0,1.0
1084,11,0.1,4,49,0,0,0.0,0,1.0
1084,11,0.1,4,50,0,0,0.0,0,1.0
1084,11,0.1,4,51,0,0,0.0,0,1.0
1084,11,0.1,4,52,0,0,0.0,0,1.0
1084,11,0.1,4,53,0,0,0.0,0,1.0
1084,11,0.1,4,54,0,0,0.0,0,1.0
1084,11,0.1,4,55,0,0,0.0,0,1.0
1084,11,0.1,4,56,0,0,0.0,0,1.0
1084,11,0.1,4,57,0,0,0.0,0,1.0
1084,11,0.1,4,58,0,0,0.0,0,1.0
1084,11,0.1,4,59,0,0,0.0,0,1.0
1084,11,0.1,4,60,0,0,0.0,0,1.0
1084,11,0.1,4,61,0,0,0.0,0,1.0
1084,11,0.1,4,62,0,0,0.0,0,1.0
1084,11,0.1,4,63,0,0,0.0,0,1.0
1084,11,0.1,4,64,0,0,0.0,0,1.0
1084,11,0.1,4,65,0,0,0.0,0,1.0
1084,11,0.1,4,66,0,0,0.0,0,1.0
1084,11,0.1,4,67,0,0,0.0,0,1.0
1084,11,0.1,4,68,0,0,0.0,0,1.0
1084,11,0.1,4,69,0,0,0.0,0,1.0
1084,11,0.1,4,70,0,0,0.0,0,1.0
1084,11,0.1,4,71,0,0,0.0,0,1.0
1084,11,0.1,4,72,0,0,0.0,0,1.0
1084,11,0.1,4,73,0,0,0.0,0,1.0
1084,11,0.1,4,74,0,0,0.0,0,1.0
1084,11,0.1,4,75,0,0,0.0,0,1.0
1084,11,0.1,4,76,0,0,0.0,0,1.0
1084,11,0.1,4,77,0,0,0.0,0,1.0
1084,11,0.1,4,78,0,0,0.0,0,1.0
1084,11,0.1,4,79,0,0,0.0,0,1.0
1084,11,0.1,4,80,0,0,0.0,0,1.0
1084,11,0.1,4,81,0,0,0.0,0,1.0
1084,11,0.1,4,82,0,0,0.0,0,1.0
1084,11,0.1,4,83,0,0,0.0,0,1.0
1084,11,0.1,4,84,0,0,0.0,0,1.0
1084,11,0.1,4,85,0,0,0.0,0,1.0
1084,11,0.1,4,86,0,0,0.0,0,1.0
1084,11,0.1,4,87,0,0,0.0,0,1.0
1084,11,0.1,4,88,0,0,0.0,0,1.0
1084,11,0.1,4,89,0,0,0.0,0,1.0
1084,11,0.1,4,90,0,0,0.0,0,1.0
1084,11,0.1,4,91,0,0,0.0,0,1.0
1084,11,0.1,4,92,0,0,0.0,0,1.0
1084,11,0.1,4,93,0,0,0.0,0,1.0
1084,11,0.1,4,94,0,0,0.0,0,1.0
1084,11,0.1,4,95,0,0,0.0,0,1.0
1084,11,0.1,4,96,0,0,0.0,0,1.0
1084,11,0.1,4,97,0,0,0.0,0,1.0
1084,11,0.1,4,98,0,0,0.0,0,1.0
1084,11,0.1,4,99,0,0,0.0,0,1.0
1084,11,0.1,5,0,0,0,,2,
1084,11,0.1,5,1,0,0,2.0,2,1.0
1084,11,0.1,5,2,0,0,2.0,2,1.0
1084,11,0.1,5,3,0,0,2.0,2,1.0
1084,11,0.1,5,4,0,0,2.0,2,1.0
1084,11,0.1,5,5,0,0,2.0,2,1.0
1084,11,0.1,5,6,0,0,2.0,2,1.0
1084,11,0.1,5,7,0,0,2.0,2,1.0
1084,11,0.1,5,8,0,0,2.0,2,1.0
1084,11,0.1,5,9,0,0,2.0,2,1.0
1084,11,0.1,5,10,0,0,2.0,2,1.0
1084,11,0.1,5,11,0,0,2.0,2,1.0
1084,11,0.1,5,12,0,0,2.0,2,1.0
1084,11,0.1,5,13,0,0,2.0,2,1.0
1084,11,0.1,5,14,0,0,2.0,2,1.0
1084,11,0.1,5,15,0,0,2.0,2,1.0
1084,11,0.1,5,16,0,0,2.0,2,1.0
1084,11,0.1,5,17,0,0,2.0,2,1.0
1084,11,0.1,5,18,0,0,2.0,2,1.0
1084,11,0.1,5,19,0,0,2.0,2,1.0
1084,11,0.1,5,20,0,0,2.0,2,1.0
1084,11,0.1,5,21,0,0,2.0,2,1.0
1084,11,0.1,5,22,0,0,2.0,2,1.0
1084,11,0.1,5,23,0,0,2.0,2,1.0
1084,11,0.1,5,24,0,0,2.0,2,1.0
1084,11,0.1,5,25,0,0,2.0,2,1.0
1084,11,0.1,5,26,0,0,2.0,2,1.0
1084,11,0.1,5,27,0,0,2.0,2,1.0
1084,11,0.1,5,28,0,0,2.0,2,1.0
1084,11,0.1,5,29,0,0,2.0,2,1.0
1084,11,0.1,5,30,0,0,2.0,2,1.0
1084,11,0.1,5,31,0,0,2.0,2,1.0
1084,11,0.1,5,32,0,0,2.0,2,1.0
1084,11,0.1,5,33,0,0,2.0,2,1.0
1084,11,0.1,5,34,0,0,2.0,2,1.0
1084,11,0.1,5,35,0,0,2.0,2,1.0
1084,11,0.1,5,36,0,0,2.0,2,1.0
1084,11,0.1,5,37,0,0,2.0,2,1.0
1084,11,0.1,5,38,0,0,2.0,2,1.0
1084,11,0.1,5,39,0,0,2.0,2,1.0
1084,11,0.1,5,40,0,0,2.0,2,1.0
1084,11,0.1,5,41,0,0,2.0,2,1.0
1084,11,0.1,5,42,0,0,2.0,2,1.0
1084,11,0.1,5,43,0,0,2.0,2,1.0
1084,11,0.1,5,44,0,0,2.0,2,1.0
1084,11,0.1,5,45,0,0,2.0,2,1.0
1084,11,0.1,5,46,0,0,2.0,2,1.0
1084,11,0.1,5,47,0,0,2.0,2,1.0
1084,11,0.1,5,48,0,0,2.0,2,1.0
1084,11,0.1,5,49,0,0,2.0,2,1.0
1084,11,0.1,5,50,0,0,2.0,2,1.0
1084,11,0.1,5,51,0,0,2.0,2,1.0
1084,11,0.1,5,52,0,0,2.0,2,1.0
1084,11,0.1,5,53,0,0,2.0,2,1.0
1084,11,0.1,5,54,0,0,2.0,2,1.0
1084,11,0.1,5,55,0,0,2.0,2,1.0
1084,11,0.1,5,56,0,0,2.0,2,1.0
1084,11,0.1,5,57,0,0,2.0,2,1.0
1084,11,0.1,5,58,0,0,2.0,2,1.0
1084,11,0.1,5,59,0,0,2.0,2,1.0
1084,11,0.1,5,60,0,0,2.0,2,1.0
1084,11,0.1,5,61,0,0,2.0,2,1.0
1084,11,0.1,5,62,0,0,2.0,2,1.0
1084,11,0.1,5,63,0,0,2.0,2,1.0
1084,11,0.1,5,64,0,0,2.0,2,1.0
1084,11,0.1,5,65,0,0,2.0,2,1.0
1084,11,0.1,5,66,0,0,2.0,2,1.0
1084,11,0.1,5,67,0,0,2.0,2,1.0
1084,11,0.1,5,68,0,0,2.0,2,1.0
1084,11,0.1,5,69,0,0,2.0,2,1.0
1084,11,0.1,5,70,0,0,2.0,2,1.0
1084,11,0.1,5,71,0,0,2.0,2,1.0
1084,11,0.1,5,72,0,0,2.0,2,1.0
1084,11,0.1,5,73,0,0,2.0,2,1.0
1084,11,0.1,5,74,0,0,2.0,2,1.0
1084,11,0.1,5,75,0,0,2.0,2,1.0
1084,11,0.1,5,76,0,0,2.0,2,1.0
1084,11,0.1,5,77,0,0,2.0,2,1.0
1084,11,0.1,5,78,0,0,2.0,2,1.0
1084,11,0.1,5,79,0,0,2.0,2,1.0
1084,11,0.1,5,80,0,0,2.0,2,1.0
1084,11,0.1,5,81,0,0,2.0,2,1.0
1084,11,0.1,5,82,0,0,2.0,2,1.0
1084,11,0.1,5,83,0,0,2.0,2,1.0
1084,11,0.1,5,84,0,0,2.0,2,1.0
1084,11,0.1,5,85,0,0,2.0,2,1.0
1084,11,0.1,5,86,0,0,2.0,2,1.0
1084,11,0.1,5,87,0,0,2.0,2,1.0
1084,11,0.1,5,88,0,0,2.0,2,1.0
1084,11,0.1,5,89,0,0,2.0,2,1.0
1084,11,0.1,5,90,0,0,2.0,2,1.0
1084,11,0.1,5,91,0,0,2.0,2,1.0
1084,11,0.1,5,92,0,0,2.0,2,1.0
1084,11,0.1,5,93,0,0,2.0,2,1.0
1084,11,0.1,5,94,0,0,2.0,2,1.0
1084,11,0.1,5,95,0,0,2.0,2,1.0
1084,11,0.1,5,96,0,0,2.0,2,1.0
1084,11,0.1,5,97,0,0,2.0,2,1.0
1084,11,0.1,5,98,0,0,2.0,2,1.0
1084,11,0.1,5,99,0,0,2.0,2,1.0
1084,11,0.1,6,0,1,1,,6,
1084,11,0.1,6,1,1,1,6.0,6,1.0
1084,11,0.1,6,2,1,-1,6.0,6,1.0
1084,11,0.1,6,3,0,0,6.0,6,1.0
1084,11,0.1,6,4,1,-1,6.0,6,1.0
1084,11,0.1,6,5,0,0,6.0,6,1.0
1084,11,0.1,6,6,1,-1,6.0,6,1.0
1084,11,0.1,6,7,0,0,6.0,6,1.0
1084,11,0.1,6,8,1,-1,6.0,6,1.0
1084,11,0.1,6,9,0,0,6.0,6,1.0
1084,11,0.1,6,10,1,-1,6.0,6,1.0
1084,11,0.1,6,11,0,0,6.0,6,1.0
1084,11,0.1,6,12,1,-1,6.0,6,1.0
1084,11,0.1,6,13,0,0,6.0,6,1.0
1084,11,0.1,6,14,1,-1,6.0,6,1.0
1084,11,0.1,6,15,0,0,6.0,6,1.0
1084,11,0.1,6,16,1,-1,6.0,6,1.0
1084,11,0.1,6,17,0,0,6.0,6,1.0
